,Municipio,Departamento,Entidad,País,Fundación,Erección,Superficie (km²),Altitud Media (m.s.n.m),Población Total (hab),Pobl. Urbana (hab),Densidad (hab/km²),Coordenadas,Clima,Gentilicio,Alcalde,Código Postal,Huso horario
111,Chigorodó,Antioquia,Municipio,Colombia,1878-02-28 00:00:00,1915-04-27 00:00:00,608.0,34.0,57375.0,47046.0,138.46,7°40′11″N  76°40′53″O,,"Chigorodoseño, -a",Eleazar Palacio Hernandez,57410,UTC  -5
112,San Gil,Santander,Municipio,Colombia,1689-03-17 00:00:00,,149.5,1114.0,59670.0,51874.0,364.58,6°33′18″N  73°08′01″O,,"Sangileño, -a",Hermes Ortíz Rodríguez,684031,UTC  -5
113,Mocoa,Putumayo,Municipio,Colombia,1551-03-06 00:00:00,1958,1263.0,604.0,58938.0,40689.0,57.22,1°08′57″N  76°38′47″O,Ecuatorial  Af,"Mocoano, -a",Jhon Jairo Imbachi,860001,UTC  -5
114,Tibú,Norte de Santander,Municipio,Colombia,1945-03-08 00:00:00,1977-11-03 00:00:00,2737.0,75.0,36502.0,13566.0,23.3,8°38′24″N  72°44′17″O,,"Tibuyano, -a",Jorge Torrado Flórez  .,548010,UTC  -5
115,Guarne,Antioquia,Municipio,Colombia,1541-01-01 00:00:00,1817,151.0,2150.0,55121.0,18342.0,,6°16′45″N  75°26′31″O,,"Guareño, -a Guarneño, -a",Marcelo Betancurt Rivera,54050,UTC  -5
116,Florida,Valle del Cauca,Municipio,Colombia,1825-09-22 00:00:00,,378.0,1038.0,59543.0,50240.0,,3°19′18″N  76°14′05″O,Clima tropical de sabana As,"Floridano, -a",Alexánder Orozco Hurtado,763560,UTC  -5
117,Chiquinquirá,Boyacá,Municipio,Colombia,1586-09-04 00:00:00,1810-09-01 00:00:00,13.0,2556.0,66203.0,56894.0,641.16,5°37′03″N  73°48′59″O,,"Chiquinquireño, -a",Wilmar Ancisar Triana Gonzalez,154640,UTC  -5
118,El Cerrito,Valle del Cauca,Municipio,Colombia,1825-08-30 00:00:00,1846-08-30 00:00:00,466.0,967.0,79659.0,46718.0,,3°41′02″N  76°18′40″O,,Cerriteño-a,Luz Dary Roa Prado,763520,UTC  -5
119,Barbacoas,Nariño,Municipio,Colombia,1600-04-06 00:00:00,,2324.0,36.0,38708.0,16588.0,,1°40′18″N  78°08′16″O,,"Barbacoano, -a",Mario Hurtado,528060,UTC  -5
120,Arauquita,Arauca,Municipio,Colombia,1675,1943,3045.0,165.0,41309.0,18723.0,13.5,7°01′34″N  71°25′38″O,,"Arauquiteño, -a",Etelivar Torres Vargas,816010,UTC  -5
121,San José del Guaviare,Guaviare,Municipio,Colombia,1938-03-19 00:00:00,1976-06-07 00:00:00,16178.0,175.0,65611.0,45705.0,4.95,2°33′55″N  72°38′19″O,Tropical monzónico  Am,Guaviarense,Ramón Guevara Gómez,950001,UTC  -5
122,Riosucio,Chocó,Municipio,Colombia,1518,1880-02-11 00:00:00,9318.0,8.0,28832.0,8458.0,4.99,7°26′19″N  77°06′48″O,,"Riosuceño, -a",Conrad Valoyes Mendoza,277010,UTC  -5
123,Tuchin,Córdoba,Municipio,Colombia,1826-12-26 00:00:00,2007-07-24 00:00:00,32.0,5.0,37716.0,6031.0,,9°11′09″N  75°33′19″O,,"Tuchinence, Tuchinero, -a",Alexis Salgado Salgado,232020,UTC  -5
124,Girardota,Antioquia,Municipio,Colombia,1620,1833-09-21 00:00:00,82.56,1425.0,51662.0,28652.0,718.5,6°22′37″N  75°26′46″O,,"Girardotano, -a",Diego Armando Agudelo Torres,252431,UTC  -5
125,Barbosa,Antioquia,Municipio,Colombia,1795-08-25 00:00:00,1812,206.0,1300.0,51969.0,22174.0,,6°26′15″N  75°19′50″O,,"Barboseño, -ña barbosano, -na",Edgar Augusto Gallego Arias,684511,UTC  -5
126,Pamplona (Colombia),Norte de Santander,Municipio,Colombia,1549-11-01 00:00:00,1555-08-03 00:00:00,318.0,2342.0,59422.0,55366.0,185.46,7°22′34″N  72°38′54″O,,"Pamplonés Pamplonesa, -a",Humberto Pisciotti Quintero,543050,UTC  -5
127,El Bagre,Antioquia,Municipio,Colombia,1675-01-01 00:00:00,1979-10-30 00:00:00,1563.0,50.0,51862.0,32823.0,,7°36′17″N  74°48′31″O,,"Bagreño, -a",Faber Enrique Trespalacios,52430,UTC  -5
128,El Tambo,Cauca,Municipio,Colombia,1641-09-15 00:00:00,1914,3280.0,1750.0,47818.0,6822.0,,2°27′05″N  76°48′39″O,,"Tambeño, -a",Carlos Alberto Vela,522060,UTC  -5
129,Puerto Colombia,Atlántico,Municipio,Colombia,1888-12-31 00:00:00,1905-06-24 00:00:00,93.0,1.0,48070.0,22519.0,364.32,10°59′32″N  74°57′10″O,,"Porteño, -a",Wilman Vargas,411080,UTC  -5
130,San Pelayo (Córdoba),Córdoba,Municipio,Colombia,1772-05-06 00:00:00,1923,451.12,8.0,43584.0,8208.0,94.38,8°57′28″N  75°50′15″O,,"Pelayero, -a",Harving Vladimir Espitia Arteaga,230520,UTC  -5
131,San Vicente del Caguán,Caquetá,Municipio,Colombia,1898-09-27 00:00:00,1950,21923.0,280.0,67994.0,41948.0,4.08,2°06′55″N  74°46′12″O,Tropical monzónico  Am,"Sanvicentuno, -a",Julián Perdomo Losada,182010,UTC  -5
132,Chinchiná,Caldas,Municipio,Colombia,1857-04-02 00:00:00,1930-04-26 00:00:00,112.4,1378.0,51280.0,45908.0,450.83,4°58′50″N  75°36′27″O,,Chinchinense,Eduardo Andrés Grisales,176020,UTC  -5
133,Riosucio,Caldas,Municipio,Colombia,1819-08-07 00:00:00,1846-06-17 00:00:00,429.1,1783.0,61535.0,18990.0,145.21,5°25′15″N  75°42′10″O,,"Riosuceño, -a",Marlón Tamayo,277010,UTC  -5
134,Carepa,Antioquia,Municipio,Colombia,1950-11-14 00:00:00,1983-12-15 00:00:00,380.0,28.0,47932.0,33099.0,,7°45′29″N  76°39′19″O,,Carepense,Jonnan Alexis Cerquera  2020 - 2023,57850,UTC −5
135,San Onofre,Sucre,Municipio,Colombia,1774-06-12 00:00:00,1839-07-31 00:00:00,1102.0,30.0,50214.0,24333.0,49.56,9°44′14″N  75°31′32″O,,"Sanonofrino, -a",Teódulo Cantillo Martínez,707010,UTC  -5
136,La Jagua de Ibirico,Cesar,Municipio,Colombia,1771,1979,728.9,150.0,46722.0,35513.0,30.74,9°33′40″N  73°20′11″O,,"Jagüero, -a",Ovelio Enrique Jiménez Machado,203020,UTC  -5
137,Chaparral,Tolima,Municipio,Colombia,1773-07-23 00:00:00,1837,2124.0,854.0,47293.0,26800.0,22.31,3°43′25″N  75°29′05″O,Tropical monzónico  Am,"Chaparraluno, -a",Hugo Fernando Arce Hernández,735560,UTC  -5
138,Leticia,Amazonas,Municipio,Colombia,1867-04-25 00:00:00,1932,5968.0,96.0,42280.0,26780.0,8.78,4°12′54″S  69°56′28″O,Ecuatorial  Af,Leticiano,Jorge Luis Mendoza Muñoz,910001,UTC  -5
139,San Juan del Cesar,La Guajira,Municipio,Colombia,1701-06-24 00:00:00,1863,1415.0,250.0,37327.0,24445.0,27.9,10°46′15″N  73°00′11″O,,"Sanjuanero, -a",Álvaro Diaz .,444030,UTC  -5
140,Dagua,Valle del Cauca,Municipio,Colombia,1909-07-20 00:00:00,,886.0,828.0,36400.0,8113.0,41.64,3°39′27″N  76°41′30″O,,"Dagüeño, -a",Ana María Sanclemente,760520,UTC  -5
141,Tame,Arauca,Municipio,Colombia,1628-06-12 00:00:00,1925,6457.0,340.0,52768.0,20011.0,50.06,6°27′30″N  71°44′41″O,,"Tameño, -a",Aníbal Mendoza Bohorquez,814010,UTC  -5
142,Sampués,Sucre,Municipio,Colombia,,1864,209.0,160.0,37925.0,20954.0,180.6,9°11′05″N  75°22′43″O,Tropical seco  Aw,"Sampuesano, -a",Saira Vergara Pérez,705070,UTC  -5
143,San Rafael de Chinú,Córdoba,Municipio,Colombia,1534-01-24 00:00:00,1883-06-07 00:00:00,624.0,103.0,48304.0,24043.0,,9°06′35″N  75°23′53″O,,"Chinuano, -a",Orlando Fabio Castillo Bermejo,232050,UTC  -5
144,María La Baja,Bolívar,Municipio,Colombia,1535-12-08 00:00:00,,547.0,14.0,49869.0,21159.0,90.42,9°58′52″N  75°17′55″O,,Marialabajense,Raquel Victoria Sierra Cassianis,0,UTC  -5
145,Puerto Boyacá,Boyacá,Municipio,Colombia,1957-12-14 00:00:00,1958-12-15 00:00:00,1472.0,145.0,56096.0,38032.0,38.68,5°58′34″N  74°35′15″O,Tropical monzónico  Am,Puertoboyacense,Jicly Esgardo Mutis Isaza,155201,UTC  -5
146,Pradera,Valle del Cauca,Municipio,Colombia,1862-10-15 00:00:00,1870,407.0,1070.0,55842.0,48747.0,142.48,3°25′08″N  76°14′38″O,,"Pradereño, -a",Orlando Mina,763550,UTC  -5
147,San Andrés de Sotavento,Córdoba,Municipio,Colombia,1600-11-30 00:00:00,,336.0,100.0,42747.0,12541.0,150.58,9°08′43″N  75°30′31″O,,"Sanandresano, -a",Estalin Madrigal,682001,UTC  -5
148,Ayapel,Córdoba,Municipio,Colombia,1535-10-25 00:00:00,1951,1929.0,20.0,51164.0,26475.0,,8°18′45″N  75°08′42″O,,Ayapelense,Isidro Jose Vergara Farak,233530,UTC  -5
149,Ubaté,Cundinamarca,Municipio,Colombia,1592-04-12 00:00:00,1836,102.0,2556.0,38000.0,25141.0,387.92,5°18′26″N  73°48′52″O,,Ubatense,Jaime Torres Suarez,0,UTC  -5
150,Páez,Cauca,Municipio,Colombia,,1908-02-22 00:00:00,1852.0,1380.0,35059.0,2711.0,,2°38′49″N  75°58′18″O,,Paeces,Duban Arbey Velasco Velasco,192501,UTC  -5
151,Mompox,Bolívar,Distrito,Colombia,1537-05-03 00:00:00,1540,645.37,33.0,44124.0,25785.0,70.41,9°14′22″N  74°25′30″O,,"Momposino, -a",Guillermo Santos,0,UTC  -5
152,Tocancipá,Cundinamarca,Municipio,Colombia,1593-09-21 00:00:00,1758,73.51,2605.0,31975.0,13618.0,144.06,4°57′58″N  73°54′40″O,,"Tocancipeño, -a",Andrés Porras,251010,UTC  -5
153,Túquerres,Nariño,Municipio,Colombia,1537-01-01 00:00:00,1793,221.4,3104.0,40599.0,17503.0,,1°05′14″N  77°37′08″O,,"Tuquerreño, -a",Juan Fernando López Meneses,525520,UTC  -5
154,Fonseca,La Guajira,Municipio,Colombia,1773-12-23 00:00:00,,662.0,11.8,33254.0,21442.0,53.18,10°53′09″N  72°50′53″O,,Fonsequero-a,Hamilton Raúl García Peñaranda,444010,UTC  -5
155,Andes,Antioquia,Municipio,Colombia,1852-03-13 00:00:00,1870-07-14 00:00:00,403.42,1360.0,43269.0,20250.0,1.17,5°39′20″N  75°52′49″O,,"Andino, -a",Carlos Alberto Osorio Calderón,56060,UTC  -5
156,Lebrija,Santander,Municipio,Colombia,1872-01-01 00:00:00,1876-10-03 00:00:00,549.85,1055.0,38560.0,18747.0,,7°06′47″N  73°13′08″O,,Lebrijense,Luis Carlos Ayala Rueda,687571,UTC  -5
157,Necoclí,Antioquia,Municipio,Colombia,1509,1978,1361.0,8.0,70824.0,35082.0,,8°25′33″N  76°47′02″O,,"Necoclicense Necocliceño, -a",Jorge Augusto Tobón Castro,57870,UTC  -5
158,Puerto Gaitán,Meta,Municipio,Colombia,1932-02-11 00:00:00,1970-01-01 00:00:00,17499.0,149.0,41017.0,7705.0,,4°18′51″N  72°04′57″O,,Portogaitanense,Jorge Edelio Plazas Hernández,502041,UTC  -5
159,Puerto Libertador,Córdoba,Municipio,Colombia,1941-05-14 00:00:00,1980-11-01 00:00:00,2062.0,90.0,47643.0,19549.0,,7°53′17″N  75°40′18″O,,"puertolibertadorense , Bijagüero -a",Espedito Duque Cuadrado,234030,UTC  -5
160,Bosconia,Cesar,Municipio,Colombia,1958-08-20 00:00:00,1979-11-06 00:00:00,609.0,200.0,37248.0,33889.0,,9°58′34″N  73°53′25″O,,Bosconense,Edulfo Villar Estrada,201020,UTC  -5
161,Cajibío,Cauca,Municipio,Colombia,1560-10-16 00:00:00,1911,747.0,1765.0,38149.0,1725.0,,2°37′24″N  76°34′23″O,,"Cajibiano, -a",Yohn Wilmer Campo Flor,190501,UTC  -5
162,Yarumal,Antioquia,Municipio,Colombia,1787-03-29 00:00:00,1821,724.0,2353.0,41542.0,29049.0,67.07,6°57′48″N  75°25′02″O,,"Yarumaleño, -a",Miguel Ángel Peláez Henao,52030,UTC  -5
163,Zarzal,Valle del Cauca,Municipio,Colombia,1909-04-01 00:00:00,,362.0,916.0,41925.0,31812.0,132.57,4°23′39″N  76°04′13″O,,"Zarzaleño, -a",Maria Teresa Giraldo,762520,UTC  -5
164,Dibulla,La Guajira,Municipio,Colombia,1525,1995-12-05 00:00:00,1744.0,2.0,32983.0,5388.0,20.49,11°16′21″N  73°18′32″O,,"Dibullero, -a",Marlon Amaya,446001,UTC  -5
165,Piendamó,Cauca,Municipio,Colombia,1535-04-02 00:00:00,1924-04-02 00:00:00,197.0,1685.0,44535.0,14696.0,183.88,2°38′27″N  76°31′48″O,,"Piendamoneño, -a",víctor Hugo Franco muñoz,190530,UTC  -5
166,Puerto Tejada,Cauca,Municipio,Colombia,1897-09-17 00:00:00,1912,368.1,968.0,45678.0,40304.0,,3°13′48″N  76°25′03″O,,"Portejadeño, -a",Dagoberto Domínguez,191501,UTC  -5
167,Caldono,Cauca,Municipio,Colombia,1730-02-15 00:00:00,1999-12-10 00:00:00,379.98,1800.0,34946.0,1928.0,,2°47′49″N  76°28′58″O,,"Caldoneño, -a",Jose Vicente Otero Chate  «Alcaldía de Caldono» . Consultado el 22 de enero de 2020 fecha= 22 de enero de 2020 .,192040,UTC  -5
168,Aracataca,Magdalena,Municipio,Colombia,1885-06-24 00:00:00,1912-04-28 00:00:00,1755.0,40.0,39473.0,27235.0,23.02,10°35′28″N  74°11′06″O,,"Cataquero, -a",Luis Emilio Correa,472001,UTC  -5
169,Sevilla,Valle del Cauca,Municipio,Colombia,1903-05-03 00:00:00,1914-04-02 00:00:00,639.0,2423.0,45142.0,34484.0,79.73,4°16′10″N  75°55′55″O,,"Sevillano, -a",Jorge Augusto Palacio Garzón   2020 - 2023,762530,UTC  -5
170,El Paso,Cesar,Municipio  de  Colombia,Colombia,1542-09-01 00:00:00,1989-11-01 00:00:00,823.0,36.0,22832.0,3975.0,,9°39′44″N  73°45′07″O,,"Pasero, -a",Andry Enrique Aragón Villalobos,201030,UTC  -5
171,Puerto Berrío,Antioquia,Municipio,Colombia,1875-09-01 00:00:00,1881,1184.0,125.0,39314.0,32623.0,,6°29′26″N  74°24′17″O,,"Porteño, -a Puertoberreño, -a",Gustavo Ernesto Medina Zapata,53420,UTC  -5
172,Morales,Cauca,Municipio,Colombia,1806-10-07 00:00:00,,265.0,1635.0,29737.0,2200.0,,2°45′37″N  76°38′02″O,,Moralense,Víctor Felix Sabogal Arboleda 2020 2023,190550,UTC  -5
173,Curumaní,Cesar,Municipio,Colombia,1579-11-26 00:00:00,1965,890.0,112.0,24367.0,19119.0,25.86,9°11′59″N  73°32′33″O,,Curumanilense,Henry Chancon Amaya,203060,UTC  -5
174,Segovia,Antioquia,Municipio,Colombia,1869-07-24 00:00:00,1884-09-17 00:00:00,1231.0,650.0,37900.0,30133.0,31.41,7°04′41″N  74°42′06″O,,"Segoviano, -a",Didier Alexander Osorio Giraldo,52810,UTC  -5
175,Pivijay,Magdalena,Municipio,Colombia,1774-05-30 00:00:00,1912,1636.0,3.0,45924.0,19201.0,,10°27′39″N  74°36′55″O,,Pivijayero (a),Roberto Mario Perez Varela,477050,UTC  -5
176,Orito,Putumayo,Municipio,Colombia,1963,1979-09-01 00:00:00,1862.36,310.0,57774.0,26017.0,31.02,0°39′58″N  76°52′15″O,,Oritense,Jose Luis Angulo Ríofrío,862001,UTC  -5
177,San Juan Nepomuceno,Bolívar,Municipio,Colombia,1776-08-10 00:00:00,1870,675.0,167.0,33466.0,26441.0,53.39,9°57′08″N  75°04′52″O,,"Sanjuanero, -a",Wilfrido Romero,132010,UTC  -5
178,Barrancas,La Guajira,Municipio,Colombia,1664-02-05 00:00:00,1892,742.0,40.0,34619.0,17585.0,35.43,10°57′21″N  72°47′31″O,,"Barranquero, -a",Iván Mauricio Soto,443040,UTC  -5
179,San Sebastián de Mariquita,Tolima,Municipio,Colombia,1551-08-28 00:00:00,1551,379.52,495.0,33329.0,24279.0,112.56,5°11′54″N  74°53′37″O,,"Mariquiteño, -a",Juan Carlos castaño,732020,UTC  -5
180,Majagual,Sucre,Municipio,Colombia,1750,,826.0,28.0,33258.0,10883.0,41.17,8°32′27″N  74°37′47″O,,"Majagualero, -a",Ramiro Rada,703050,UTC  -5
181,Silvia,Cauca,Municipio,Colombia,1562-10-23 00:00:00,1838-07-15 00:00:00,662.4,2800.0,32160.0,4289.0,40.21,2°36′39″N  76°22′44″O,,"Silviano, -a",Mercedes Tunubalá Velasco,192070,UTC  -5
182,Aguazul,Casanare,Municipio,Colombia,1954-04-05 00:00:00,1954,1.455,290.0,38360.0,28139.0,,5°10′08″N  72°32′48″O,,"Aguazuleño, -a",Martha Johana Moreno Fonseca,856010,UTC  -5
183,Santa Rosa de Osos,Antioquia,Municipio,Colombia,1636-08-18 00:00:00,1814,812.0,2550.0,36318.0,19896.0,46.1,6°38′50″N  75°27′38″O,,"Santarrosano, -a",Carlos Alberto Posada Zapata,194520,UTC  -5
184,Melgar,Tolima,Municipio,Colombia,1872,1872-11-13 00:00:00,215.7,323.0,36047.0,29809.0,189.92,4°12′14″N  74°38′34″O,,Melgarense,"Miguelito Parra ""La Mantecada""",734001,UTC  -5
185,Montenegro,Quindío,Municipio,Colombia,1892-10-19 00:00:00,1911-04-04 00:00:00,148.92,1294.0,41722.0,33799.0,,4°33′55″N  75°45′04″O,,"Montenegrino, -a",Daniel Mauricio Restrepo Izquierdo,633001,UTC  -5
186,Patía,Cauca,Municipio,Colombia,1824-10-22 00:00:00,1907-10-26 00:00:00,723.0,910.0,36205.0,13444.0,,2°06′51″N  76°58′59″O,,"Patiano, -a",Francisco Tulio Arias Gómez,195501,UTC  -5
187,Paz de Ariporo,Casanare,Municipio,Colombia,1953-10-12 00:00:00,1974-10-12 00:00:00,13793.0,340.0,36606.0,29120.0,,5°52′52″N  71°53′30″O,,"Pazdeariporeño, -a",Eunice Escobar Bernal,852030,UTC  -5
188,San Bernardo del Viento,Córdoba,Municipio,Colombia,1776-11-28 00:00:00,1944,321.0,2.0,34782.0,9193.0,113.84,9°21′18″N  75°57′16″O,,"Sambernardino, -a",Mauro Alfonso Oliveros Genes,521001,UTC  -5
189,Cumbal,Nariño,Municipio,Colombia,1529,1925-07-20 00:00:00,677.0,3050.0,37635.0,8428.0,,0°54′28″N  77°47′27″O,,"Cumbaleño, -a",Alberto Ruano,525001,UTC  -5
190,Bolívar (Cauca),Cauca,Municipio,Colombia,1794-12-10 00:00:00,1974-12-10 00:00:00,755.0,1777.0,44611.0,5282.0,60.12,1°50′09″N  76°57′59″O,,Bolivarense Bolsiverde,Jorge Alberto Macias Rosero,761001,UTC-5
191,Cota,Cundinamarca,Municipio,Colombia,1604-11-29 00:00:00,1873-03-17 00:00:00,55.0,2566.0,24916.0,14354.0,490.55,4°48′34″N  74°06′09″O,,"Cotense, -a",Carlos Julio Moreno Gómez,250010,UTC  -5
192,Roldanillo,Valle del Cauca,Municipio,Colombia,1576-01-20 00:00:00,1875,217.0,966.0,32778.0,24774.0,215.61,4°24′49″N  76°09′17″O,,Roldanillense,Jorge Mario Escarria Rodríguez,761550,UTC  -5
193,Toribío,Cauca,Municipio,Colombia,1600-01-03 00:00:00,1892,412.0,1701.0,30397.0,,76.18,2°57′29″N  76°16′17″O,,"Toribiano, -a",Silvio Valencia Lemus,192001,UTC  -5
194,"Anserma, Caldas",Caldas,Municipio,Colombia,1539-08-15 00:00:00,,206.4,1790.0,33792.0,21425.0,161.2,5°14′17″N  75°47′03″O,,"Ansermeño, -a",Jhon Alejandro Londoño,177080,UTC  -5
195,Puerto Guzmán,Putumayo,Municipio,Colombia,1975-05-01 00:00:00,1994-01-01 00:00:00,4565.0,557.0,23699.0,4692.0,,0°57′49″N  76°24′31″O,,Guzmanense,Edinson Gerardo Mora Rojas,863001,UTC  -5
196,Sibaté,Cundinamarca,Municipio,Colombia,1868,1967-11-24 00:00:00,125.6,2600.0,38412.0,25903.0,304.86,4°29′27″N  74°15′34″O,,"Sibateño, -a",Edson Erasmo Montoya Camargo,250070,UTC  -5
197,Sonsón,Antioquia,Municipio,Colombia,1800-08-04 00:00:00,1808,1323.0,2475.0,36321.0,17169.0,27.55,5°42′34″N  75°18′38″O,,"Sonsoneño, -a. Sonsonés, -a",Edwin Andrés Montes Henao,54820,UTC  -5
198,El Santuario,Antioquia,Municipio,Colombia,1765-03-11 00:00:00,1838-11-26 00:00:00,75.0,2150.0,35422.0,24614.0,364.21,6°08′15″N  75°15′50″O,,"Santuariano, -a",Juan David Zuluaga Zuluaga,663001,UTC  -5
199,Pueblo Nuevo,Córdoba,Municipio,Colombia,1914-07-01 00:00:00,1957-01-27 00:00:00,715.0,108.0,38559.0,15011.0,,8°30′18″N  75°30′27″O,,"Pueblonuevense, -a",Fidel Mercado Gonzalez,233001,UTC  -5
200,Valencia,Córdoba,Municipio,Colombia,1931-05-01 00:00:00,1959-11-30 00:00:00,914.0,55.0,42971.0,15601.0,48.45,8°15′33″N  76°08′49″O,,"Valenciano, -a",,234530,UTC  -5
201,Timbío,Cauca,Municipio,Colombia,1535-11-01 00:00:00,1825-12-25 00:00:00,205.0,1850.0,34322.0,13269.0,24.0,2°21′10″N  76°40′55″O,,"Timbiano, -a",Maribel Perafan,193520,UTC  -5
202,Líbano,Tolima,Municipio,Colombia,Se/conmemora/el/23,,299.44,1565.0,45262.0,25192.0,132.46,4°55′14″N  75°03′40″O,,Libanense,Jesús Antonio Giraldo Vega,731040,UTC  -5
203,Chimichagua,Cesar,Municipio,Colombia,1748-12-08 00:00:00,,2147.0,49.0,30658.0,11715.0,19.33,9°15′28″N  73°48′48″O,,"Chimichaguero, -a",Celso Moreno Borrero,201050,UTC  -5
204,Villanueva,Casanare,Municipio,Colombia,1962-11-15 00:00:00,1982,825.0,420.0,31727.0,31200.0,29.99,4°36′31″N  72°55′44″O,,Villanuevense,Oswal Fontecha Pachón,684021,UTC  -5
205,La Mesa,Cundinamarca,Municipio,Colombia,1777-03-12 00:00:00,1816-10-22 00:00:00,148.0,1200.0,31350.0,17521.0,224.6,4°37′49″N  74°27′45″O,,"Mesuno, -a",,252601,UTC  -5
206,Sabanagrande,Atlántico,Municipio,Colombia,1704-12-12 00:00:00,1857-11-06 00:00:00,43.0,87.0,31678.0,30641.0,799.28,10°47′25″N  74°45′20″O,,"Sabanagrandero, -a",Gustavo De La Rosa Berdejo,83040,UTC  -5
207,San Antero,Córdoba,Municipio,Colombia,1647-01-03 00:00:00,1929-04-10 00:00:00,191.0,48.0,31365.0,17506.0,164.2,9°22′39″N  75°45′37″O,,"Sananterano, -a",Lormandy Martínez Durán,231520,UTC  -5
208,La Tebaida,Quindío,Municipio,Colombia,1916-08-14 00:00:00,1954,89.0,1190.0,45242.0,39498.0,520.48,4°27′08″N  75°47′12″O,,Tebaidense,José Vicente Young Cardona,633020,UTC  -5
209,Paipa,Boyacá,Municipio,Colombia,1602-02-19 00:00:00,1755-11-04 00:00:00,306.0,2525.0,33535.0,19347.0,104.17,5°46′48″N  73°07′03″O,,"Paipano, -a",Fabio Alberto Medrano Reyes,150440,UTC  −5
210,Valle del Guamuez,Putumayo,Municipio,Colombia,1954-01-22 00:00:00,1985-11-12 00:00:00,871.0,289.0,51842.0,20488.0,62.27,0°25′31″N  76°54′19″O,,Valleguamuense,Jhon Rosero - El alcalde de las vías.,862020,UTC  -5
211,Santa Rosa del Sur,Bolívar,Municipio,Colombia,1540-01-09 00:00:00,1984-11-23 00:00:00,2800.0,650.0,42003.0,22563.0,19.5,7°57′48″N  74°03′12″O,,"Santarroseño, -a",Fabio Mendoza,135001,UTC  -5
212,Sabana de Torres,Santander,Municipio,Colombia,1920,1973-11-29 00:00:00,1428.36,110.0,18652.0,12236.0,12.34,7°23′25″N  73°30′01″O,,"Sabanero, -a",Ariel Rivera,687001,UTC  -5
213,La Unión,Valle del Cauca,municipio,Colombia,1604-01-28 00:00:00,1890,125.0,975.0,46878.0,38208.0,322.71,4°31′59″N  76°06′02″O,,Unionense,William Palomino Zuñiga,761540,UTC  -5
214,Cimitarra (Santander),Santander,Municipio,Colombia,1922-03-12 00:00:00,1966-11-26 00:00:00,3165.94,190.0,50877.0,20103.0,,6°18′48″N  73°57′00″O,,"Cimitarreño, -a",Wilfran Fernando Sabogal Yarce,686041,UTC  -5
215,Ortega,Tolima,Municipio,Colombia,1821-11-30 00:00:00,1837-05-23 00:00:00,945.93,402.0,49521.0,16198.0,34.0,3°56′02″N  75°13′17″O,,"Orteguno, -a",Omar Iván Carrillo,735501,UTC  -5
216,Puerto Wilches,Santander,Municipio,Colombia,1872,1908-10-12 00:00:00,1539.16,65.0,35122.0,17561.0,19.84,7°20′54″N  73°53′54″O,,Wilchense,Jairo Demis Toquica Aguilar,687061,UTC  -5
217,Santiago de Tolú,Sucre,Municipio,Colombia,1535-07-25 00:00:00,,301.22,2.0,34117.0,27435.0,102.8,9°31′30″N  75°34′54″O,,"Toludeño, -a",José de Jesús Chadid Anachury,706010,UTC  -5
218,Ábrego,Norte de Santander,Municipio,Colombia,1810-03-12 00:00:00,,1582.0,1398.0,38627.0,18209.0,24.93,8°04′39″N  73°13′09″O,,Abreguenses,Juan Carlos Jácome Ropero,546070,UTC  -5
